id_avaliacao;data_avaliacao;mes_referencia;id_cliente;nota_nps;canal;dispositivo;categoria_compra;valor_pedido;uf;primeiro_pedido;arquivo_origem
202604-00100;2026-04-26;2026-04;C20345;10;site;Android;Esporte;194.65;PR;Sim;nps_ecommerce_2026-04.csv
202604-00134;2026-04-26;2026-04;C19598;10;app;Android;Esporte;357.91;PE;Nao;nps_ecommerce_2026-04.csv
202604-00137;2026-04-26;2026-04;C18808;9;app;Desktop;Moda;109.58;DF;Sim;nps_ecommerce_2026-04.csv
202604-00151;2026-04-26;2026-04;C39222;7;marketplace;iOS;Livros;72.02;BA;Nao;nps_ecommerce_2026-04.csv
202604-00232;2026-04-26;2026-04;C33160;10;app;Android;Casa E Decoração;186.93;SP;Nao;nps_ecommerce_2026-04.csv
202604-00242;2026-04-26;2026-04;C39098;9;app;iOS;Moda;274.05;BA;Nao;nps_ecommerce_2026-04.csv
202604-00284;2026-04-26;2026-04;C28993;5;site;iOS;Casa E Decoração;326.25;DF;Sim;nps_ecommerce_2026-04.csv
202604-00318;2026-04-26;2026-04;C27712;8;app;Android;Mercado;93.78;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00334;2026-04-26;2026-04;C14889;3;app;Desktop;Beleza;99.46;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00425;2026-04-26;2026-04;C34315;7;site;Android;Livros;185.35;BA;Nao;nps_ecommerce_2026-04.csv
202604-00434;2026-04-26;2026-04;C27401;6;app;iOS;Mercado;265.08;SP;Sim;nps_ecommerce_2026-04.csv
202604-00438;2026-04-26;2026-04;C30133;8;app;Desktop;Esporte;81.33;DF;Sim;nps_ecommerce_2026-04.csv
202604-00454;2026-04-26;2026-04;C32454;6;site;Desktop;Mercado;50.39;BA;Nao;nps_ecommerce_2026-04.csv
202604-00489;2026-04-26;2026-04;C31090;8;app;Android;Livros;62.32;SP;Sim;nps_ecommerce_2026-04.csv
202604-00492;2026-04-26;2026-04;C24167;10;app;Desktop;Livros;40.65;CE;Sim;nps_ecommerce_2026-04.csv
202604-00524;2026-04-26;2026-04;C24979;9;site;Android;Eletrônicos;106.89;CE;Sim;nps_ecommerce_2026-04.csv
202604-00531;2026-04-26;2026-04;C32354;8;marketplace;iOS;Moda;209.61;DF;Sim;nps_ecommerce_2026-04.csv
202604-00554;2026-04-26;2026-04;C22363;7;site;Android;Esporte;36.78;BA;Sim;nps_ecommerce_2026-04.csv
202604-00560;2026-04-26;2026-04;C16743;6;marketplace;Android;Esporte;145.79;RS;Nao;nps_ecommerce_2026-04.csv
202604-00593;2026-04-26;2026-04;C10787;7;app;Android;Casa E Decoração;146.12;PE;Nao;nps_ecommerce_2026-04.csv
202604-00615;2026-04-26;2026-04;C22201;8;app;Desktop;Mercado;31.7;BA;Nao;nps_ecommerce_2026-04.csv
202604-00618;2026-04-26;2026-04;C14868;4;marketplace;iOS;Mercado;214.7;RS;Nao;nps_ecommerce_2026-04.csv
202604-00739;2026-04-26;2026-04;C29427;8;app;Android;Livros;154.41;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00029;2026-04-27;2026-04;C31688;5;site;Android;Esporte;98.13;SP;Nao;nps_ecommerce_2026-04.csv
202604-00035;2026-04-27;2026-04;C35247;6;app;Desktop;Beleza;184.92;DF;Nao;nps_ecommerce_2026-04.csv
202604-00104;2026-04-27;2026-04;C18182;10;app;Android;Mercado;160.18;PR;Sim;nps_ecommerce_2026-04.csv
202604-00113;2026-04-27;2026-04;C13272;7;marketplace;Desktop;Esporte;233.41;PR;Nao;nps_ecommerce_2026-04.csv
202604-00157;2026-04-27;2026-04;C22697;8;site;Android;Mercado;47.01;DF;Sim;nps_ecommerce_2026-04.csv
202604-00163;2026-04-27;2026-04;C30215;8;site;iOS;Eletrônicos;197.39;SP;Nao;nps_ecommerce_2026-04.csv
202604-00241;2026-04-27;2026-04;C27074;7;marketplace;Android;Casa E Decoração;107.97;SP;Sim;nps_ecommerce_2026-04.csv
202604-00265;2026-04-27;2026-04;C32742;9;app;Android;Beleza;310.54;PR;Nao;nps_ecommerce_2026-04.csv
202604-00276;2026-04-27;2026-04;C23671;7;site;Desktop;Livros;134.66;BA;Sim;nps_ecommerce_2026-04.csv
202604-00300;2026-04-27;2026-04;C12226;8;site;Nao informado;Eletrônicos;145.8;SP;Sim;nps_ecommerce_2026-04.csv
202604-00323;2026-04-27;2026-04;C29367;8;app;Desktop;Eletrônicos;166.23;MG;Nao;nps_ecommerce_2026-04.csv
202604-00395;2026-04-27;2026-04;C24481;7;site;Android;Mercado;135.45;MG;Nao;nps_ecommerce_2026-04.csv
202604-00409;2026-04-27;2026-04;C36294;10;app;Android;Moda;282.23;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00452;2026-04-27;2026-04;C20098;9;app;Nao informado;Esporte;269.91;BA;Sim;nps_ecommerce_2026-04.csv
202604-00468;2026-04-27;2026-04;C32072;8;site;iOS;Moda;76.45;CE;Sim;nps_ecommerce_2026-04.csv
202604-00493;2026-04-27;2026-04;C22040;10;app;Android;Beleza;130.72;RJ;Nao;nps_ecommerce_2026-04.csv
202604-00501;2026-04-27;2026-04;C22876;9;app;Android;Livros;161.26;MG;Nao;nps_ecommerce_2026-04.csv
202604-00631;2026-04-27;2026-04;C21358;8;site;Android;Beleza;982.09;RS;Sim;nps_ecommerce_2026-04.csv
202604-00656;2026-04-27;2026-04;C15287;8;app;iOS;Eletrônicos;44.08;RS;Sim;nps_ecommerce_2026-04.csv
202604-00659;2026-04-27;2026-04;C30800;10;app;Android;Livros;244.15;SP;Sim;nps_ecommerce_2026-04.csv
202604-00678;2026-04-27;2026-04;C36058;10;app;iOS;Eletrônicos;194.0;DF;Nao;nps_ecommerce_2026-04.csv
202604-00693;2026-04-27;2026-04;C23987;5;marketplace;iOS;Esporte;70.15;MG;Nao;nps_ecommerce_2026-04.csv
202604-00723;2026-04-27;2026-04;C17173;9;app;Android;Esporte;252.54;RS;Nao;nps_ecommerce_2026-04.csv
202604-00015;2026-04-28;2026-04;C20286;5;site;Desktop;Livros;26.92;DF;Sim;nps_ecommerce_2026-04.csv
202604-00048;2026-04-28;2026-04;C11782;7;app;Desktop;Esporte;19.81;SP;Nao;nps_ecommerce_2026-04.csv
202604-00078;2026-04-28;2026-04;C11423;6;site;Android;Mercado;232.64;BA;Nao;nps_ecommerce_2026-04.csv
202604-00099;2026-04-28;2026-04;C10896;9;site;iOS;Beleza;158.67;SP;Sim;nps_ecommerce_2026-04.csv
202604-00121;2026-04-28;2026-04;C15491;10;app;Desktop;Beleza;82.61;MG;Nao;nps_ecommerce_2026-04.csv
202604-00154;2026-04-28;2026-04;C28170;9;app;Android;Beleza;174.37;SP;Nao;nps_ecommerce_2026-04.csv
202604-00194;2026-04-28;2026-04;C29565;6;marketplace;iOS;Esporte;242.26;CE;Nao;nps_ecommerce_2026-04.csv
202604-00209;2026-04-28;2026-04;C30219;10;app;iOS;Beleza;352.45;CE;Sim;nps_ecommerce_2026-04.csv
202604-00220;2026-04-28;2026-04;C31611;8;marketplace;iOS;Moda;137.79;SP;Sim;nps_ecommerce_2026-04.csv
202604-00223;2026-04-28;2026-04;C26339;9;app;iOS;Beleza;102.63;CE;Sim;nps_ecommerce_2026-04.csv
202604-00240;2026-04-28;2026-04;C27595;10;app;Android;Mercado;402.39;CE;Nao;nps_ecommerce_2026-04.csv
202604-00244;2026-04-28;2026-04;C35635;10;app;Android;Casa E Decoração;172.56;RJ;Sim;nps_ecommerce_2026-04.csv
202604-00250;2026-04-28;2026-04;C12853;10;marketplace;Desktop;Eletrônicos;305.04;SP;Nao;nps_ecommerce_2026-04.csv
202604-00289;2026-04-28;2026-04;C18419;5;site;Nao informado;Eletrônicos;131.1;RS;Sim;nps_ecommerce_2026-04.csv
202604-00291;2026-04-28;2026-04;C11084;8;app;iOS;Moda;32.55;DF;Sim;nps_ecommerce_2026-04.csv
202604-00297;2026-04-28;2026-04;C24148;4;marketplace;Android;Casa E Decoração;231.23;BA;Nao;nps_ecommerce_2026-04.csv
202604-00312;2026-04-28;2026-04;C33847;6;app;Android;Esporte;80.26;PE;Sim;nps_ecommerce_2026-04.csv
202604-00344;2026-04-28;2026-04;C17092;8;marketplace;Desktop;Casa E Decoração;119.05;CE;Sim;nps_ecommerce_2026-04.csv
202604-00350;2026-04-28;2026-04;C28690;10;app;iOS;Beleza;142.06;CE;Nao;nps_ecommerce_2026-04.csv
202604-00404;2026-04-28;2026-04;C33191;2;marketplace;Android;Moda;110.61;DF;Nao;nps_ecommerce_2026-04.csv
202604-00420;2026-04-28;2026-04;C22331;5;app;iOS;Moda;215.41;BA;Nao;nps_ecommerce_2026-04.csv
202604-00437;2026-04-28;2026-04;C16112;9;site;iOS;Mercado;183.88;DF;Nao;nps_ecommerce_2026-04.csv
202604-00457;2026-04-28;2026-04;C12624;7;site;Desktop;Beleza;135.13;RS;Nao;nps_ecommerce_2026-04.csv
202604-00462;2026-04-28;2026-04;C29464;7;site;Android;Casa E Decoração;317.66;MG;Nao;nps_ecommerce_2026-04.csv
202604-00598;2026-04-28;2026-04;C22499;9;site;Android;Beleza;344.15;RS;Sim;nps_ecommerce_2026-04.csv
202604-00635;2026-04-28;2026-04;C28299;10;app;iOS;Mercado;55.06;CE;Sim;nps_ecommerce_2026-04.csv
202604-00644;2026-04-28;2026-04;C16765;5;site;iOS;Beleza;81.83;PE;Nao;nps_ecommerce_2026-04.csv
202604-00654;2026-04-28;2026-04;C16370;6;app;iOS;Eletrônicos;191.67;PE;Sim;nps_ecommerce_2026-04.csv
202604-00669;2026-04-28;2026-04;C31835;7;app;iOS;Esporte;140.88;BA;Nao;nps_ecommerce_2026-04.csv
202604-00705;2026-04-28;2026-04;C20821;9;site;iOS;Mercado;188.28;BA;Nao;nps_ecommerce_2026-04.csv
202604-00711;2026-04-28;2026-04;C27041;9;site;Android;Livros;98.35;MG;Sim;nps_ecommerce_2026-04.csv
202604-00718;2026-04-28;2026-04;C24318;8;site;iOS;Eletrônicos;330.95;DF;Nao;nps_ecommerce_2026-04.csv
202604-00727;2026-04-28;2026-04;C35429;9;site;Android;Beleza;45.63;SP;Nao;nps_ecommerce_2026-04.csv
202605-00037;2026-05-01;2026-05;C35965;9;app;Desktop;Eletrônicos;141.28;SP;Nao;nps_ecommerce_2026-05.csv
202605-00041;2026-05-01;2026-05;C17427;8;app;iOS;Livros;90.29;PR;Nao;nps_ecommerce_2026-05.csv
202605-00067;2026-05-01;2026-05;C17848;8;site;Android;Eletrônicos;352.38;BA;Sim;nps_ecommerce_2026-05.csv
202605-00070;2026-05-01;2026-05;C21686;10;app;Desktop;Esporte;56.01;RS;Sim;nps_ecommerce_2026-05.csv
202605-00097;2026-05-01;2026-05;C14931;5;site;Desktop;Beleza;45.7;BA;Nao;nps_ecommerce_2026-05.csv
202605-00101;2026-05-01;2026-05;C19894;10;app;Android;Mercado;87.86;BA;Sim;nps_ecommerce_2026-05.csv
202605-00145;2026-05-01;2026-05;C17340;7;marketplace;iOS;Eletrônicos;32.82;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00147;2026-05-01;2026-05;C32552;6;site;iOS;Mercado;52.11;DF;Sim;nps_ecommerce_2026-05.csv
202605-00231;2026-05-01;2026-05;C11813;6;app;Nao informado;Mercado;124.09;PR;Sim;nps_ecommerce_2026-05.csv
202605-00303;2026-05-01;2026-05;C19533;4;site;iOS;Mercado;255.89;PR;Nao;nps_ecommerce_2026-05.csv
202605-00311;2026-05-01;2026-05;C11182;7;site;Android;Esporte;79.05;PR;Sim;nps_ecommerce_2026-05.csv
202605-00320;2026-05-01;2026-05;C23020;8;app;Android;Beleza;53.51;SP;Sim;nps_ecommerce_2026-05.csv
202605-00333;2026-05-01;2026-05;C20410;5;site;iOS;Eletrônicos;84.72;CE;Sim;nps_ecommerce_2026-05.csv
202605-00383;2026-05-01;2026-05;C17264;8;app;iOS;Moda;49.13;SP;Nao;nps_ecommerce_2026-05.csv
202605-00409;2026-05-01;2026-05;C21237;7;app;iOS;Beleza;157.44;DF;Sim;nps_ecommerce_2026-05.csv
202605-00437;2026-05-01;2026-05;C17242;10;app;Android;Livros;254.72;RS;Nao;nps_ecommerce_2026-05.csv
202605-00464;2026-05-01;2026-05;C34976;3;site;iOS;Beleza;137.68;PE;Nao;nps_ecommerce_2026-05.csv
202605-00483;2026-05-01;2026-05;C23155;8;site;iOS;Mercado;82.65;PE;Nao;nps_ecommerce_2026-05.csv
202605-00502;2026-05-01;2026-05;C39124;7;site;Android;Moda;138.07;BA;Nao;nps_ecommerce_2026-05.csv
202605-00554;2026-05-01;2026-05;C26203;9;site;Android;Moda;167.96;RS;Sim;nps_ecommerce_2026-05.csv
202605-00563;2026-05-01;2026-05;C28348;7;app;Android;Casa E Decoração;230.31;MG;Nao;nps_ecommerce_2026-05.csv
202605-00578;2026-05-01;2026-05;C30384;8;site;Android;Mercado;138.95;CE;Sim;nps_ecommerce_2026-05.csv
202605-00623;2026-05-01;2026-05;C32739;6;app;Android;Moda;78.02;CE;Nao;nps_ecommerce_2026-05.csv
202605-00636;2026-05-01;2026-05;C30377;6;app;Android;Moda;328.44;CE;Nao;nps_ecommerce_2026-05.csv
202605-00640;2026-05-01;2026-05;C34072;8;app;iOS;Moda;127.82;SP;Nao;nps_ecommerce_2026-05.csv
202605-00648;2026-05-01;2026-05;C24187;10;app;iOS;Eletrônicos;93.61;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00664;2026-05-01;2026-05;C26296;9;app;iOS;Mercado;113.71;PR;Nao;nps_ecommerce_2026-05.csv
202605-00691;2026-05-01;2026-05;C11719;8;app;Android;Beleza;56.65;DF;Sim;nps_ecommerce_2026-05.csv
202605-00705;2026-05-01;2026-05;C19943;7;marketplace;Android;Moda;122.24;RS;Sim;nps_ecommerce_2026-05.csv
202605-00723;2026-05-01;2026-05;C18346;7;site;Android;Moda;171.66;SP;Sim;nps_ecommerce_2026-05.csv
202605-00750;2026-05-01;2026-05;C22185;8;app;Android;Eletrônicos;96.01;PE;Nao;nps_ecommerce_2026-05.csv
202605-00778;2026-05-01;2026-05;C28143;9;site;Android;Moda;190.99;MG;Nao;nps_ecommerce_2026-05.csv
202605-00779;2026-05-01;2026-05;C15255;3;app;Android;Casa E Decoração;507.48;SP;Nao;nps_ecommerce_2026-05.csv
202605-00807;2026-05-01;2026-05;C20307;8;app;Android;Moda;82.02;BA;Nao;nps_ecommerce_2026-05.csv
202605-00809;2026-05-01;2026-05;C39507;10;app;Android;Beleza;100.41;MG;Nao;nps_ecommerce_2026-05.csv
202605-00044;2026-05-02;2026-05;C29808;5;marketplace;Android;Casa E Decoração;55.09;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00054;2026-05-02;2026-05;C39863;6;marketplace;Desktop;Mercado;141.22;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00056;2026-05-02;2026-05;C34477;10;app;Desktop;Livros;88.33;PR;Sim;nps_ecommerce_2026-05.csv
202605-00061;2026-05-02;2026-05;C38873;10;app;Android;Moda;87.66;MG;Sim;nps_ecommerce_2026-05.csv
202605-00089;2026-05-02;2026-05;C27861;8;app;Android;Livros;50.95;CE;Sim;nps_ecommerce_2026-05.csv
202605-00091;2026-05-02;2026-05;C16930;2;marketplace;Desktop;Livros;66.54;PR;Nao;nps_ecommerce_2026-05.csv
202605-00183;2026-05-02;2026-05;C26002;6;site;Android;Livros;308.4;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00195;2026-05-02;2026-05;C18853;9;site;Android;Casa E Decoração;166.64;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00237;2026-05-02;2026-05;C20293;10;app;Android;Moda;153.95;RS;Nao;nps_ecommerce_2026-05.csv
202605-00246;2026-05-02;2026-05;C27745;5;site;Desktop;Esporte;166.44;RS;Nao;nps_ecommerce_2026-05.csv
202605-00312;2026-05-02;2026-05;C15142;7;site;iOS;Livros;369.46;CE;Sim;nps_ecommerce_2026-05.csv
202605-00324;2026-05-02;2026-05;C20533;6;site;Android;Mercado;133.27;MG;Sim;nps_ecommerce_2026-05.csv
202605-00350;2026-05-02;2026-05;C32790;10;site;iOS;Eletrônicos;25.74;PE;Sim;nps_ecommerce_2026-05.csv
202605-00353;2026-05-02;2026-05;C24528;7;app;iOS;Eletrônicos;53.43;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00357;2026-05-02;2026-05;C19028;8;app;Android;Beleza;51.04;CE;Sim;nps_ecommerce_2026-05.csv
202605-00365;2026-05-02;2026-05;C37352;5;site;iOS;Esporte;118.5;MG;Sim;nps_ecommerce_2026-05.csv
202605-00385;2026-05-02;2026-05;C16921;10;app;iOS;Beleza;92.08;PR;Sim;nps_ecommerce_2026-05.csv
202605-00602;2026-05-02;2026-05;C25366;4;app;iOS;Eletrônicos;210.3;DF;Nao;nps_ecommerce_2026-05.csv
202605-00638;2026-05-02;2026-05;C31279;10;app;iOS;Beleza;59.01;MG;Nao;nps_ecommerce_2026-05.csv
202605-00686;2026-05-02;2026-05;C38942;9;app;Android;Livros;146.13;SP;Sim;nps_ecommerce_2026-05.csv
202605-00694;2026-05-02;2026-05;C16843;9;app;Android;Casa E Decoração;16.47;SP;Sim;nps_ecommerce_2026-05.csv
202605-00711;2026-05-02;2026-05;C26299;3;site;Android;Moda;226.89;SP;Sim;nps_ecommerce_2026-05.csv
202605-00734;2026-05-02;2026-05;C25972;5;marketplace;iOS;Casa E Decoração;138.38;PE;Sim;nps_ecommerce_2026-05.csv
202605-00756;2026-05-02;2026-05;C38530;9;app;Android;Moda;54.19;PE;Nao;nps_ecommerce_2026-05.csv
202605-00776;2026-05-02;2026-05;C10322;4;app;Desktop;Livros;82.91;SP;Nao;nps_ecommerce_2026-05.csv
202605-00800;2026-05-02;2026-05;C25370;7;app;iOS;Mercado;25.72;MG;Nao;nps_ecommerce_2026-05.csv
202605-00008;2026-05-03;2026-05;C38323;7;app;Android;Casa E Decoração;98.51;PR;Sim;nps_ecommerce_2026-05.csv
202605-00088;2026-05-03;2026-05;C20396;6;app;Android;Moda;128.28;BA;Nao;nps_ecommerce_2026-05.csv
202605-00092;2026-05-03;2026-05;C14644;7;app;Android;Casa E Decoração;455.49;MG;Nao;nps_ecommerce_2026-05.csv
202605-00105;2026-05-03;2026-05;C31286;5;marketplace;Nao informado;Beleza;124.48;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00116;2026-05-03;2026-05;C13056;4;marketplace;Nao informado;Eletrônicos;73.95;PR;Sim;nps_ecommerce_2026-05.csv
202605-00117;2026-05-03;2026-05;C28736;7;app;Android;Moda;70.2;DF;Nao;nps_ecommerce_2026-05.csv
202605-00142;2026-05-03;2026-05;C25397;10;app;Desktop;Livros;257.09;SP;Nao;nps_ecommerce_2026-05.csv
202605-00148;2026-05-03;2026-05;C18641;9;app;Android;Mercado;144.9;RS;Nao;nps_ecommerce_2026-05.csv
202605-00182;2026-05-03;2026-05;C36207;6;app;Android;Moda;96.39;RS;Nao;nps_ecommerce_2026-05.csv
202605-00192;2026-05-03;2026-05;C34767;7;marketplace;Desktop;Mercado;297.44;PE;Sim;nps_ecommerce_2026-05.csv
202605-00251;2026-05-03;2026-05;C18189;7;site;iOS;Esporte;64.53;RS;Nao;nps_ecommerce_2026-05.csv
202605-00255;2026-05-03;2026-05;C19058;6;app;Android;Eletrônicos;217.96;SP;Nao;nps_ecommerce_2026-05.csv
202605-00273;2026-05-03;2026-05;C23385;6;app;Desktop;Esporte;476.89;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00314;2026-05-03;2026-05;C26531;6;marketplace;Android;Beleza;69.17;RJ;Sim;nps_ecommerce_2026-05.csv
202605-00356;2026-05-03;2026-05;C16322;10;app;Android;Livros;446.03;SP;Nao;nps_ecommerce_2026-05.csv
202605-00359;2026-05-03;2026-05;C13809;8;site;iOS;Eletrônicos;68.81;CE;Sim;nps_ecommerce_2026-05.csv
202605-00411;2026-05-03;2026-05;C30689;7;app;Desktop;Eletrônicos;106.93;SP;Sim;nps_ecommerce_2026-05.csv
202605-00422;2026-05-03;2026-05;C29646;8;site;Android;Eletrônicos;151.21;DF;Nao;nps_ecommerce_2026-05.csv
202605-00504;2026-05-03;2026-05;C23758;6;app;iOS;Beleza;170.94;PR;Nao;nps_ecommerce_2026-05.csv
202605-00516;2026-05-03;2026-05;C35623;6;site;Android;Esporte;171.67;RS;Sim;nps_ecommerce_2026-05.csv
202605-00564;2026-05-03;2026-05;C32348;7;marketplace;Desktop;Casa E Decoração;163.98;MG;Nao;nps_ecommerce_2026-05.csv
202605-00586;2026-05-03;2026-05;C26071;5;app;Nao informado;Eletrônicos;87.37;PE;Nao;nps_ecommerce_2026-05.csv
202605-00599;2026-05-03;2026-05;C16008;7;app;iOS;Livros;197.81;CE;Nao;nps_ecommerce_2026-05.csv
202605-00646;2026-05-03;2026-05;C15119;9;marketplace;Desktop;Beleza;70.52;SP;Nao;nps_ecommerce_2026-05.csv
202605-00655;2026-05-03;2026-05;C12019;6;app;iOS;Livros;387.36;MG;Sim;nps_ecommerce_2026-05.csv
202605-00656;2026-05-03;2026-05;C32086;7;site;Android;Eletrônicos;121.71;PE;Sim;nps_ecommerce_2026-05.csv
202605-00704;2026-05-03;2026-05;C30197;10;site;iOS;Eletrônicos;163.01;PR;Sim;nps_ecommerce_2026-05.csv
202605-00709;2026-05-03;2026-05;C33750;10;app;Desktop;Esporte;95.29;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00719;2026-05-03;2026-05;C29731;6;app;iOS;Casa E Decoração;329.36;PE;Nao;nps_ecommerce_2026-05.csv
202605-00759;2026-05-03;2026-05;C28405;4;site;Desktop;Moda;172.82;PE;Sim;nps_ecommerce_2026-05.csv
202605-00792;2026-05-03;2026-05;C33170;6;app;iOS;Livros;155.09;PR;Sim;nps_ecommerce_2026-05.csv
202605-00040;2026-05-04;2026-05;C27846;7;app;Android;Mercado;148.58;SP;Nao;nps_ecommerce_2026-05.csv
202605-00043;2026-05-04;2026-05;C19234;3;marketplace;Android;Eletrônicos;205.49;PR;Nao;nps_ecommerce_2026-05.csv
202605-00072;2026-05-04;2026-05;C26455;7;app;iOS;Esporte;58.0;DF;Nao;nps_ecommerce_2026-05.csv
202605-00099;2026-05-04;2026-05;C11195;4;site;Desktop;Beleza;16.73;SP;Sim;nps_ecommerce_2026-05.csv
202605-00127;2026-05-04;2026-05;C39444;8;app;iOS;Moda;380.81;BA;Sim;nps_ecommerce_2026-05.csv
202605-00190;2026-05-04;2026-05;C14541;6;site;Android;Esporte;165.03;PE;Nao;nps_ecommerce_2026-05.csv
202605-00202;2026-05-04;2026-05;C24167;9;marketplace;iOS;Moda;197.68;SP;Sim;nps_ecommerce_2026-05.csv
202605-00222;2026-05-04;2026-05;C13864;5;site;iOS;Esporte;276.15;RS;Nao;nps_ecommerce_2026-05.csv
202605-00230;2026-05-04;2026-05;C11166;8;app;iOS;Casa E Decoração;179.08;SP;Nao;nps_ecommerce_2026-05.csv
202605-00278;2026-05-04;2026-05;C33664;4;site;Android;Casa E Decoração;59.33;SP;Nao;nps_ecommerce_2026-05.csv
202605-00300;2026-05-04;2026-05;C17173;5;site;Desktop;Mercado;83.72;RS;Nao;nps_ecommerce_2026-05.csv
202605-00407;2026-05-04;2026-05;C17252;7;app;Android;Moda;204.57;BA;Sim;nps_ecommerce_2026-05.csv
202605-00415;2026-05-04;2026-05;C22967;9;app;Desktop;Esporte;89.86;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00430;2026-05-04;2026-05;C33455;9;marketplace;Android;Esporte;114.59;DF;Sim;nps_ecommerce_2026-05.csv
202605-00489;2026-05-04;2026-05;C37333;8;app;iOS;Mercado;140.96;CE;Sim;nps_ecommerce_2026-05.csv
202605-00542;2026-05-04;2026-05;C19577;10;app;Desktop;Livros;62.82;BA;Nao;nps_ecommerce_2026-05.csv
202605-00547;2026-05-04;2026-05;C39955;10;app;Android;Casa E Decoração;67.26;RS;Nao;nps_ecommerce_2026-05.csv
202605-00610;2026-05-04;2026-05;C32423;8;app;Android;Esporte;75.02;MG;Sim;nps_ecommerce_2026-05.csv
202605-00611;2026-05-04;2026-05;C38082;8;site;Android;Esporte;207.7;SP;Sim;nps_ecommerce_2026-05.csv
202605-00621;2026-05-04;2026-05;C27787;9;app;iOS;Mercado;147.74;CE;Nao;nps_ecommerce_2026-05.csv
202605-00631;2026-05-04;2026-05;C31753;8;site;Desktop;Eletrônicos;74.53;PR;Sim;nps_ecommerce_2026-05.csv
202605-00682;2026-05-04;2026-05;C18963;5;site;iOS;Esporte;80.69;BA;Nao;nps_ecommerce_2026-05.csv
202605-00708;2026-05-04;2026-05;C30863;5;app;Android;Eletrônicos;53.22;PR;Nao;nps_ecommerce_2026-05.csv
202605-00730;2026-05-04;2026-05;C23825;8;app;Android;Eletrônicos;156.77;CE;Nao;nps_ecommerce_2026-05.csv
202605-00774;2026-05-04;2026-05;C21840;7;app;Desktop;Eletrônicos;124.3;MG;Sim;nps_ecommerce_2026-05.csv
202605-00781;2026-05-04;2026-05;C10103;7;marketplace;iOS;Esporte;137.46;RS;Nao;nps_ecommerce_2026-05.csv
202605-00782;2026-05-04;2026-05;C37763;7;app;Android;Beleza;139.57;PR;Sim;nps_ecommerce_2026-05.csv
202605-00039;2026-05-05;2026-05;C17989;4;app;Android;Livros;406.38;CE;Sim;nps_ecommerce_2026-05.csv
202605-00050;2026-05-05;2026-05;C36284;7;site;Desktop;Beleza;301.0;BA;Nao;nps_ecommerce_2026-05.csv
202605-00078;2026-05-05;2026-05;C35110;10;app;Android;Mercado;130.85;SP;Sim;nps_ecommerce_2026-05.csv
202605-00141;2026-05-05;2026-05;C37578;5;marketplace;iOS;Esporte;221.16;RS;Sim;nps_ecommerce_2026-05.csv
202605-00149;2026-05-05;2026-05;C29118;8;app;iOS;Mercado;71.59;MG;Sim;nps_ecommerce_2026-05.csv
202605-00185;2026-05-05;2026-05;C34020;8;marketplace;Android;Eletrônicos;437.35;RS;Nao;nps_ecommerce_2026-05.csv
202605-00193;2026-05-05;2026-05;C30345;5;site;Android;Casa E Decoração;75.65;BA;Sim;nps_ecommerce_2026-05.csv
202605-00194;2026-05-05;2026-05;C23203;6;site;Android;Mercado;217.27;PE;Nao;nps_ecommerce_2026-05.csv
202605-00197;2026-05-05;2026-05;C28417;10;site;Android;Moda;352.93;DF;Sim;nps_ecommerce_2026-05.csv
202605-00276;2026-05-05;2026-05;C26872;7;site;Desktop;Beleza;52.63;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00286;2026-05-05;2026-05;C13144;3;marketplace;Desktop;Mercado;69.27;RS;Sim;nps_ecommerce_2026-05.csv
202605-00321;2026-05-05;2026-05;C36531;10;site;iOS;Esporte;458.57;BA;Sim;nps_ecommerce_2026-05.csv
202605-00379;2026-05-05;2026-05;C32436;6;app;Android;Eletrônicos;77.73;PR;Nao;nps_ecommerce_2026-05.csv
202605-00439;2026-05-05;2026-05;C29904;7;app;Android;Livros;153.37;MG;Sim;nps_ecommerce_2026-05.csv
202605-00449;2026-05-05;2026-05;C27123;10;site;iOS;Moda;611.27;RJ;Nao;nps_ecommerce_2026-05.csv
202605-00506;2026-05-05;2026-05;C20580;7;app;Android;Esporte;83.95;RS;Sim;nps_ecommerce_2026-05.csv
202605-00526;2026-05-05;2026-05;C14711;5;app;iOS;Mercado;135.7;PE;Sim;nps_ecommerce_2026-05.csv
202605-00528;2026-05-05;2026-05;C39249;6;app;Android;Esporte;279.87;RS;Sim;nps_ecommerce_2026-05.csv
202605-00560;2026-05-05;2026-05;C13166;6;site;Android;Esporte;70.75;SP;Nao;nps_ecommerce_2026-05.csv
